type,beta,h,m,q0,q1,p,err,complexity_p1,average,replicon,entropy,computed_m
small M,40.636876391566396,-0.5335820442942897,0.04,0.003702150978225831,0.03565722018445427,0.3516314563756726,9.678842880964608e-7,-0.023428308157579195,19.577337968961224,-7.042013333757023e-5,0.007091317981701706,0.039999999415780016
small M,40.7265825204661,-0.5335833086168568,0.04,0.0037023592997639707,0.035672394491648406,0.35087261819375914,9.66278215068598e-7,-0.023466359163315062,19.578363412683487,-7.08406182194926e-5,0.007057943594390381,0.03999999940154408
small M,40.81628864936581,-0.5335845698005919,0.04,0.003702568720912532,0.035687470912031435,0.3501172249067016,9.646795985023424e-7,-0.02350413434548823,19.579379984804667,-7.125736311021488e-5,0.00702478497533543,0.039999999387344026
small M,40.90599477826551,-0.533585827896365,0.04,0.0037027792200450536,0.03570245034753628,0.3493652514669612,9.6308838362932e-7,-0.023541633683395166,19.58038778470235,-7.16704005841942e-5,0.006991840149335182,0.039999999373179426
small M,40.99570090716522,-0.5335870829537211,0.04,0.0037029907758722226,0.035717333689356166,0.34861667308780864,9.61504512159478e-7,-0.023578857174615594,19.581386910394304,-7.20797629068917e-5,0.00695910716433723,0.03999999935904966
small M,41.08540703606492,-0.5335883350209191,0.04,0.00370320336743618,0.03573212181810101,0.3478714652396976,9.59927929662773e-7,-0.023615804835666013,19.58237745856089,-7.248548203787702e-5,0.0069265840910984755,0.03999999934495411
small M,41.17511316496463,-0.5335895982198727,0.04,0.003703424775085706,0.03574681816059028,0.34712960364670775,9.996443402429202e-7,-0.023652476702148692,19.583355937410488,-7.288712931698181e-5,0.006894387184217643,0.03999996446484671
small M,41.26481929386433,-0.533590844464537,0.04,0.0037036393888667985,0.035761418447699304,0.34639106447644774,9.98349584522621e-7,-0.023688872828880284,19.58432962832529,-7.328565910604294e-5,0.006862278064639016,0.03999996452903694
small M,41.35452542276404,-0.5335920878432532,0.04,0.003703854952941839,0.03577592609862364,0.3456558235630408,9.968673388847698e-7,-0.023724993290005436,19.585295023007312,-7.368064035183689e-5,0.006830373231848763,0.03999996459685195
small M,41.44423155166374,-0.5335933284126999,0.04,0.0037040714720716875,0.03579034195629038,0.3449238575630089,9.953908339448546e-7,-0.023760838179106375,19.58625221386822,-7.407210321936633e-5,0.006798670816007046,0.03999996466415894
small M,41.53393768056345,-0.5335945662152642,0.04,0.003704288926990722,0.03580466685066612,0.34419514318155336,9.939209267289562e-7,-0.023796407609311815,19.58720129122202,-7.446007818135857e-5,0.006767168996969497,0.03999996473093961
small M,41.62364380946315,-0.5335958012921403,0.04,0.00370450729861618,0.03581890160200318,0.3434696573595738,9.924575768791112e-7,-0.023831872354332345,19.58814234416283,-7.484459542589242e-5,0.006735865975720623,0.039999964797198945
small M,41.71334993836286,-0.5335970336834492,0.04,0.0037047265681593076,0.035833047020995004,0.34274737727148313,9.910007365533917e-7,-0.023866897252674393,19.589075460589857,-7.522568485605636e-5,0.006704759973897523,0.03999996486294178
small M,41.80305606726257,-0.5335982634282647,0.04,0.0037049467171208724,0.03584710390891262,0.34202828032205457,9.895503607311158e-7,-0.02390163966947327,19.590000727226336,-7.560337609283704e-5,0.006673849233493678,0.03999996492817326
small M,41.892762196162266,-0.5335994905646413,0.04,0.0037051677272865076,0.03586107305773897,0.34131234414332945,9.881064035857908e-7,-0.023936106952449576,19.59091822963806,-7.597769847793908e-5,0.006643132016580955,0.03999996499289823
small M,41.98246832506197,-0.5336007151296404,0.04,0.003705389580721884,0.03587495525030067,0.34059954659156394,9.866688201261827e-7,-0.023970299639329187,19.591828052251593,-7.634868107663721e-5,0.006612606605028604,0.039999965057121604
small M,42.07217445396168,-0.5336019371593566,0.04,0.003705612259768265,0.03588875126039783,0.33988986574424584,9.852375653789756e-7,-0.024004217976946615,19.592730278372343,-7.671635268053647e-5,0.006582271300223819,0.03999996512084812
small M,42.161880582861386,-0.5336031566889408,0.04,0.0037058357470376785,0.0359024618529313,0.3391832798971359,9.838125933377502e-7,-0.024037862218094327,19.593624990202013,-7.708074181039565e-5,0.006552124422802286,0.03999996518408275
small M,42.251586711761085,-0.5336043737526257,0.04,0.0037060600254087707,0.03591608778402839,0.3384797675613884,9.823938616460786e-7,-0.024071232635091644,19.59451226885584,-7.744187671881086e-5,0.006522164312388612,0.03999996524683006
small M,42.34129284066079,-0.5336055883837502,0.04,0.0037062850780222928,0.03592962980116593,0.33777930746069856,9.809813244607787e-7,-0.024104329520454465,19.5953921943797,-7.779978539296077e-5,0.0064923893273236555,0.03999996530909475
small M,42.430998969560505,-0.5336518658670228,0.04,0.003712520301805732,0.03594908671404591,0.337404731491631,9.624320513180892e-7,-0.024137153186968463,19.599232275698117,-7.712095610936547e-5,0.006362108037255343,0.03999988520065611
small M,42.520705098460205,-0.5336079913352962,0.04,0.003706737617323369,0.03595646423825227,0.3363873962492553,9.927679734695241e-7,-0.024169703967731757,19.59712914333363,-7.850625915797481e-5,0.006433427637551725,0.03999996776444653
small M,42.61041122735991,-0.5336540499090929,0.04,0.0037129525610591564,0.03597571281494233,0.33601635019147846,8.261288126124964e-7,-0.024201982216191617,19.600937350699308,-7.782998908230051e-5,0.006303681227483926,0.03999988871944382
small M,42.70011735625961,-0.5336104038675509,0.04,0.0037071928606529246,0.0359829726056819,0.3350075079240039,9.897829744823593e-7,-0.024233988306174917,19.598838750594105,-7.919993074258236e-5,0.006375148722779778,0.03999996788851952
small M,42.78982348515932,-0.5336562328562099,0.04,0.0037133880533090392,0.036002015604155904,0.33463989939857675,6.890245251530968e-7,-0.024265722631909625,19.602614896644877,-7.852636712273975e-5,0.006245952690695722,0.03999989210648169
small M,42.879529614059024,-0.5336128072897033,0.04,0.003707650882932256,0.03600915975667092,0.33363941560608296,9.868504844282122e-7,-0.024297185608047236,19.600520483704802,-7.988124125447122e-5,0.006317578577006655,0.039999968009803065
small M,42.96923574295873,-0.5336584079497937,0.04,0.0037138264448876505,0.03602800040873964,0.33327519061165833,5.538258858604304e-7,-0.024328377669679907,19.60426497027848,-7.921038645025691e-5,0.006188928322361953,0.03999989541799758
small M,43.05894187185843,-0.5336152018226046,0.04,0.003708111559061414,0.03603503124404978,0.33228295957145315,9.839474196458217e-7,-0.024359453312990734,19.60217493037035,-8.055040140297518e-5,0.006260704999089373,0.03999996812907231
small M,43.148648000758136,-0.533660575391957,0.04,0.003714267611094484,0.03605367271690287,0.3319220653528867,4.2048304673706166e-7,-0.024390110775156557,19.605888149787898,-7.988225699802809e-5,0.006132596076584118,0.0399998986548705
small M,43.23835412965785,-0.5336175876791316,0.04,0.0037085747706282883,0.03606059249729602,0.3309379831875154,9.810732436622043e-7,-0.024420491519958898,19.60380266342404,-8.120761789225789e-5,0.00620451604815353,0.039999968246371705
small M,43.32806025855755,-0.5336627353755037,0.04,0.0037147114324673756,0.03607903789484836,0.3305803681856955,2.8895888382790873e-7,-0.024450602954550094,19.607484998692385,-8.05421847745074e-5,0.006076944166157339,0.03999990181795883
small M,43.417766387457256,-0.5336199650611337,0.04,0.0037090404027893334,0.03608584882548498,0.32960433280680707,9.782274674838928e-7,-0.02448044595295358,19.605404241047125,-8.185309359072588e-5,0.00614900004450436,0.039999968361743236
small M,43.507472516356955,-0.5336648880828065,0.04,0.0037151577931247913,0.03610410118990241,0.3292499466233576,1.592172401861443e-7,-0.02451002108916732,19.609056066131977,-8.119037198354951e-5,0.006021961060920011,0.03999990490810943
small M,43.59717864525667,-0.5336223341599943,0.04,0.0037095083441514064,0.03611080542055022,0.32828185769164275,9.754096116284633e-7,-0.024539328941916502,19.60698020721064,-8.248702760856421e-5,0.006094145562667408,0.03999996847522847
small M,43.68688477415637,-0.5336670336863487,0.04,0.003715606580649851,0.0361288677337329,0.3279306510549147,1.0937201671289762e-7,-0.02456837010953608,19.610601887300206,-8.182701710042668e-5,0.005967635480905176,0.03999990792615701
small M,43.776590903056075,-0.5336246951571674,0.04,0.0037099784866627353,0.036135467360440224,0.3269704099411891,9.726192058212115e-7,-0.024597145210670038,19.608531092102133,-8.310961537353202e-5,0.006039941424626272,0.039999968586867655
small M,43.866297031955774,-0.5336691723492394,0.04,0.0037160576859809535,0.0361533425454644,0.3266223346734628,1.2601620363389606e-7,-0.024625654884273582,19.61212298386218,-8.245231494627859e-5,0.005913956389700936,0.039999910872924684
small M,43.95600316085549,-0.5336270482246845,0.04,0.0037104507255077677,0.03615983961217485,0.3256698444208401,9.698557896248472e-7,-0.02465389978957734,19.610057412537472,-8.372104870520635e-5,0.005986376693284723,0.03999996869670028
small M,44.045709289755195,-0.5336713042257016,0.04,0.0037165110033063296,0.03617753053469438,0.32532485340668815,2.196605372381072e-7,-0.024681880606042386,19.613619864357915,-8.30664567610537e-5,0.005860912988026712,0.03999991374922381
small M,44.135415418654894,-0.5336293935256431,0.04,0.0037109249590054614,0.036183927034804116,0.32438001869379074,9.671189093269203e-7,-0.02470959803331288,19.61155967235909,-8.43215158877333e-5,0.005933440666110235,0.03999996880476483
small M,44.2251215475546,-0.5336734294615353,0.04,0.0037169664299620464,0.03620143650441339,0.32403806584955636,3.4261572578211823e-7,-0.024737052791164255,19.615093024592074,-8.366963027501813e-5,0.005808494707497447,0.039999916555854595
small M,44.31482767645431,-0.5337080485668382,0.04,0.003722257225792184,0.0362179662827735,0.32364431580342246,8.313929163059086e-7,-0.024764245619449524,19.6179611375703,-8.318733495486883e-5,0.00570672950364659,0.03999987601119873
small M,44.40453380535401,-0.5336328877934864,0.04,0.003711639585538517,0.03621953423335745,0.32246508494388776,9.66528868661598e-7,-0.024791177278032622,19.613768401370947,-8.520215067349174e-5,0.005855214560015587,0.03999997001902342
small M,44.49423993425371,-0.533676601679148,0.04,0.0037176530579454063,0.03623677683715353,0.3221276207351154,5.242057123389306e-7,-0.02481784854673108,19.61725906204034,-8.45542611089998e-5,0.005731026845203879,0.03999992066710368
small M,44.58394606315342,-0.5337109207474584,0.04,0.0037229203466214974,0.03625305227400513,0.3217388741687367,5.071570450454006e-7,-0.024844260225242637,19.62008629585371,-8.407399001073002e-5,0.005630103253884022,0.03999988374341053
small M,44.673652192053126,-0.533636379242767,0.04,0.003712361971633526,0.03625452651701757,0.32057367383658053,9.983131028934435e-7,-0.02487041313307181,19.615930740276617,-8.605907309016704e-5,0.00577816535517095,0.039999998950141724
small M,44.76335832095283,-0.5336797703551885,0.04,0.003718346645796165,0.03627150955153028,0.3202405299493951,6.88457531590593e-7,-0.024896441109490103,19.619375205428163,-8.54150442083911e-5,0.0056548794166531025,0.03999992457567589
small M,44.85306444985254,-0.5337137888215062,0.04,0.003723589745255963,0.03628753597616015,0.31985665700095023,1.9938652238734978e-7,-0.024922084455785032,19.622162076437927,-8.493689925238878e-5,0.005554796454485089,0.03999989114427885
small M,44.94277057875224,-0.5336398501904007,0.04,0.0037130844175326362,0.036288919941078294,0.3187050965593652,9.93834164013406e-7,-0.024947464885226728,19.618038760450656,-8.689290791581044e-5,0.005702597175058499,0.03999999891348333
small M,45.032476707651945,-0.5336829180225263,0.04,0.0037190416001448667,0.036305647789030907,0.31837623306211105,8.629920657023624e-7,-0.024972589673496276,19.621441636927308,-8.625292030392561e-5,0.005580067258648236,0.03999992835473162
small M,45.12218283655165,-0.5337166413692458,0.04,0.0037242615100180148,0.036321431221896364,0.31799715414766155,2.363676089537128e-7,-0.024997460074569544,19.624189050164528,-8.57768544210184e-5,0.005480809672301135,0.039999898281105256
small M,45.21188896545136,-0.5337461184015095,0.04,0.0037290400105020245,0.03633674924987062,0.31759614381970797,7.450725808568432e-7,-0.025022077042666097,19.62663024160119,-8.537537196110997e-5,0.005392318691783138,0.03999988785780566
small M,45.30159509435106,-0.5336444458519358,0.04,0.0037140510861467984,0.03633387129345053,0.3162484929653076,9.695927417833285e-7,-0.025046441534340297,19.62076983356807,-8.796978597645034e-5,0.005604009126959575,0.039999970647696136
small M,45.391301223250764,-0.533645633799628,0.04,0.0037142959980428427,0.036344950277451445,0.31564069448309773,9.70550500914287e-7,-0.02507055452434731,19.621448001359084,-8.823267967092647e-5,0.005579405919912128,0.03999999854857226
small M,45.48100735215047,-0.5336467789135748,0.04,0.003714539320826289,0.036355967038870875,0.31503512435207665,9.694724288900973e-7,-0.02509441700637391,19.6221137854914,-8.849342409742979e-5,0.0055552039054881375,0.039999998533779446
small M,45.57071348105018,-0.5336479222947731,0.04,0.0037147829132339228,0.036366921921660064,0.3144319610984169,9.680889553947156e-7,-0.02511802999297974,19.622774501300743,-8.87517949268505e-5,0.005531138692708715,0.03999999851942672
small M,45.66041960994988,-0.5336490640173905,0.04,0.0037150268066621322,0.03637781542792532,0.31383119005646887,9.667090511394118e-7,-0.02514139451548389,19.623430204611303,-8.90078109472236e-5,0.005507208971970878,0.039999998505091804
small M,45.75012573884958,-0.5336502040937783,0.04,0.0037152709918615236,0.03638864805062623,0.3132327963141325,9.653343750120081e-7,-0.025164511623849833,19.624080944897187,-8.926149181847607e-5,0.005483413653627589,0.03999999849077259
small M,45.8398318677493,-0.5336513425357379,0.04,0.003715515459506218,0.036399420277582126,0.31263676508840677,9.639648972103782e-7,-0.025187382386562845,19.62472677101453,-8.951285702673846e-5,0.005459751660016443,0.0399999984764691
small M,45.929537996648996,-0.5336524793547619,0.04,0.003715760200408259,0.03641013259155708,0.31204308172563056,9.626005815858198e-7,-0.02521000789050859,19.62536773123273,-8.976192588127329e-5,0.005436221924490892,0.03999999846218085
small M,46.0192441255487,-0.5336536145620407,0.04,0.0037160052055165717,0.0364207854703241,0.31145173169999385,9.61241389497117e-7,-0.025232389240847558,19.626003873242837,-9.000871751623331e-5,0.005412823391278021,0.03999999844790779
small M,46.1089502544484,-0.5336547481684737,0.04,0.0037162504659149676,0.03643137938672824,0.3108627006120697,9.598872847136097e-7,-0.025254527560886697,19.626635244165936,-9.025325089239078e-5,0.00538955501534133,0.039999998433649396
small M,46.198656383348116,-0.533655880184673,0.04,0.0037164959728200066,0.03644191480874891,0.3102759741873582,9.58538229564556e-7,-0.02527642399194091,19.62726189056086,-9.049554479887486e-5,0.005366415762252941,0.039999998419405554
small M,46.288362512247815,-0.5336570106209769,0.04,0.003716741717579108,0.03645239219956083,0.30969153827486035,9.571941886743318e-7,-0.025298079693207104,19.627883858432675,-9.073561785487674e-5,0.005343404608045055,0.03999999840517593
small M,46.37806864114752,-0.533658139487452,0.04,0.0037169876916684714,0.03646281201759479,0.30910937884566714,9.558551253456561e-7,-0.02531949584161905,19.628501193239998,-9.097348851133528e-5,0.005320520539097706,0.039999998390960294
small M,46.46777477004722,-0.5336592667939044,0.04,0.0037172338866912403,0.036473174716596835,0.30852948199157315,9.54521004127553e-7,-0.025340673631709054,19.62911393990303,-9.120917505259712e-5,0.005297762551994878,0.03999999837675841
small M,46.557480898946935,-0.5336603925498858,0.04,0.003717480294375529,0.036483480745686886,0.307951833923704,9.531917902325094e-7,-0.02536161427546446,19.629722142811033,-9.14426955980818e-5,0.005275129653399713,0.03999999836256994
small M,46.64718702784664,-0.5336615167646982,0.04,0.0037177269065725776,0.03649373054941663,0.30737642097116913,9.518674472040421e-7,-0.02538242808432864,19.630325845829525,-9.167406810390384e-5,0.0052526208599460444,0.03999999834839479
small M,46.73689315674634,-0.5336626558018498,0.04,0.003717981493623169,0.036503926396565745,0.306803229579732,9.995053013318522e-7,-0.025402902892284,19.630921870508967,-9.190295611269595e-5,0.0052303556597211864,0.03999996450528025
small M,46.82659928564605,-0.5336637769982137,0.04,0.0037182285079708026,0.03651406505540635,0.30623224648596825,9.984682943294029e-7,-0.025423138321077204,19.631516715269907,-9.213008708714186e-5,0.005208091947987659,0.03999996454799719
small M,46.916305414545754,-0.5336648966595658,0.04,0.0037184756760706415,0.03652414879352161,0.30566345801446615,9.972223598078285e-7,-0.025443141287733534,19.63210718704832,-9.235512343003265e-5,0.005185949508930587,0.03999996459492155
small M,47.00601154344546,-0.5336660148146046,0.04,0.003718723017180865,0.036534178040003355,0.30509685112722995,9.959799066280233e-7,-0.025462913412403643,19.632693329265965,-9.257808194469442e-5,0.005163927338793561,0.03999996464156116
small M,47.09571767234516,-0.5336671314716496,0.04,0.003718970523882301,0.036544153217408726,0.304532412724715,9.947419966145292e-7,-0.02548245602703539,19.63327518329057,-9.279897979173581e-5,0.005142024501725295,0.03999996468789078
small M,47.185423801244866,-0.5336682466386542,0.04,0.003719218188727778,0.036554074744043465,0.30397012981664795,9.935086045456885e-7,-0.025501770462466905,19.633852789996695,-9.301783398089398e-5,0.005120240071562199,0.039999964733913373
small M,47.275129930144566,-0.5336693603233702,0.04,0.0037194660043801783,0.03656394303402569,0.3034099895218053,9.922797000358647e-7,-0.025520858064740304,19.63442618978437,-9.323466136955286e-5,0.005098573131266049,0.03999996477963189
small M,47.36483605904428,-0.5336704725333534,0.04,0.00371971396361162,0.036573758497337336,0.3028519790668168,9.910552533671444e-7,-0.025539720195893095,19.634995422585625,-9.344947866421016e-5,0.0050770227728114126,0.03999996482504921
small M,47.454542187943986,-0.5336715832759644,0.04,0.003719962059301822,0.036583521539874896,0.30229608578497463,9.898352346737554e-7,-0.02555835823383551,19.635560527870584,-9.366230242196496e-5,0.005055588097093944,0.039999964870168346
small M,47.544248316843685,-0.5336726925583807,0.04,0.0037202102844365163,0.036593232563498924,0.30174229711506195,9.886196146422563e-7,-0.02557677357219007,19.636121544654262,-9.387314905197163e-5,0.005034268213797155,0.03999996491499194
small M,47.63395444574339,-0.5336738003875964,0.04,0.0037204586321058406,0.03660289196608337,0.30119060060019764,9.874083636960822e-7,-0.025594967620116316,19.63667851150245,-9.408203481688901e-5,0.005013062241304045,0.039999964959523106
small M,47.7236605746431,-0.5336749067704307,0.04,0.0037207070955029725,0.036612500141564024,0.30064098388670213,9.862014525790488e-7,-0.025612941802135636,19.637231466537983,-9.428897583428462e-5,0.004991969306587851,0.03999996500376448
small M,47.813366703542805,-0.5336760117135326,0.04,0.0037209556679223387,0.03662205747998579,0.30009343472296124,9.84998853055281e-7,-0.025630697557959548,19.63778044744694,-9.449398807809435e-5,0.0049709885450957,0.03999996504771895
small M,47.903072832442504,-0.533677115223383,0.04,0.0037212043427584046,0.036631564367550336,0.2995479409583312,9.83800536394385e-7,-0.02564823634230634,19.63832549148417,-9.469708737996544e-5,0.004950119100670447,0.03999996509138931
small M,47.99277896134221,-0.533678217306305,0.04,0.0037214531135039966,0.03664102118666182,0.29900449054203626,9.826064737219067e-7,-0.025665559624722722,19.63886663547975,-9.489828943067165e-5,0.0049293601254198904,0.03999996513477817
small M,48.082485090241924,-0.533679317968462,0.04,0.003721701973749026,0.03665042831597309,0.29846307152209484,9.814166370687053e-7,-0.025682668889405263,19.63940391584411,-9.509760978146218e-5,0.004908710779648384,0.03999996517788836
small M,48.172191219141624,-0.533680417215868,0.04,0.0037219509171789534,0.03665978613043027,0.2979236720442524,9.80230999254769e-7,-0.02569956563501205,19.639937368574234,-9.529506384542354e-5,0.004888170231731159,0.039999965220722564
small M,48.26189734804133,-0.5336815150543881,0.04,0.0037221999375734813,0.03666909500131752,0.297386280350935,9.790495314427802e-7,-0.025716251374480914,19.6404670292589,-9.549066689879692e-5,0.004867737658035942,0.039999965263283414
small M,48.35160347694103,-0.5336826114897454,0.04,0.003722449028805106,0.03667835529630056,0.2968508847802127,9.77872206634395e-7,-0.02573272763484105,19.640992933084387,-9.568443408231346e-5,0.004847412242818372,0.039999965305573565
small M,48.44130960584074,-0.5336837065275228,0.04,0.003722698184837828,0.03668756737946999,0.296317473764777,9.76698997806248e-7,-0.025748995957027593,19.641515114839688,-9.587638040249098e-5,0.004827193178133626,0.03999996534759556
small M,48.53101573474044,-0.53368480017317,0.04,0.003722947399725769,0.03669673161138361,0.2957860358309343,9.755298776775644e-7,-0.025765057895688587,19.6420336089221,-9.606652073293085e-5,0.004807079663737612,0.0399999653893521
small M,48.62072186364015,-0.5336858924320049,0.04,0.0037231966676119096,0.03670584834910857,0.2952565595976115,9.74364819642631e-7,-0.025780915018993156,19.642548449342247,-9.625486981558858e-5,0.004787070906999924,0.03999996543084577
small M,48.71042799253985,-0.5336869833092172,0.04,0.003723445982726815,0.036714917946262804,0.29472903377537696,9.73203796955804e-7,-0.025796568908443562,19.64305966972911,-9.644144226202638e-5,0.004767166122822131,0.039999965472078916
small M,48.80013412143956,-0.5336880728098767,0.04,0.003723695339387283,0.03672394075305531,0.29420344716546715,9.720467826156448e-7,-0.025812021158677867,19.643567303335757,-9.662625255468853e-5,0.004747364533520093,0.03999996551305431
small M,48.88984025033926,-0.5336891609389316,0.04,0.003723944731995215,0.03673291711632698,0.2936797886588392,9.708937513452724e-7,-0.025827352041523505,19.644071383043585,-9.680931504809921e-5,0.004727665368771561,0.03999996555377431
small M,48.97954637923897,-0.5336902477012146,0.04,0.0037241941550362396,0.03674184737958982,0.29315804723522054,9.697446765646557e-7,-0.02584240932321652,19.644571941367673,-9.699064397011224e-5,0.004708067865506926,0.03999996559424139
small M,49.069252508138675,-0.5336913429420433,0.04,0.0037244472105765146,0.036750731036311456,0.29263831694578024,9.987012510881453e-7,-0.025857265118853112,19.645074423324985,-9.717028065653696e-5,0.004688358783843105,0.039999997736451964
small M,49.15895863703838,-0.5336924271130351,0.04,0.0037246967142979116,0.036759570118350286,0.2921203768811646,9.976968875315988e-7,-0.02587192549023043,19.645568040114725,-9.734818361639496e-5,0.0046689617527799765,0.03999999772050275
small M,49.24866476593809,-0.5336935098666385,0.04,0.0037249461925566445,0.03676836410884777,0.2916043210518867,9.963947449883203e-7,-0.025886392371610112,19.646058224751297,-9.752439577981824e-5,0.004649664378840512,0.03999999770508339
small M,49.33837089483779,-0.5336945912712081,0.04,0.0037251956797894055,0.036777113340877764,0.29109013909502496,9.950950582275993e-7,-0.025900667449575004,19.646545014478054,-9.769893004546161e-5,0.004630465685887097,0.03999999768967453
small M,49.428077023737494,-0.5336956713313402,0.04,0.0037254451711120607,0.03678581814189857,0.2905778204220843,9.937995661898106e-7,-0.02591475240615801,19.64702844007802,-9.787180002118995e-5,0.004611364944765217,0.039999997674273605
small M,49.51778315263719,-0.5336967500512472,0.04,0.0037256946614896745,0.036794478836251754,0.2900673545263111,9.925082509862476e-7,-0.025928648933912224,19.647508531967265,-9.80430191995846e-5,0.004592361434207826,0.039999997658880494
small M,49.60748928153691,-0.5336978274350456,0.04,0.0037259441459617784,0.03680309574521275,0.2895587309834563,9.91221084929048e-7,-0.025942358736671778,19.647985320227576,-9.821260095472308e-5,0.004573454439646962,0.0399999976434949
small M,49.697195410436606,-0.53369890348676,0.04,0.0037261936196425,0.03681166918702621,0.289051939450934,9.899380406602812e-7,-0.025955883529401813,19.64845883461106,-9.838055854329101e-5,0.004554643253129598,0.03999999762811678
small M,49.78690153933631,-0.5336999782103301,0.04,0.0037264430777196452,0.03682019947694108,0.2885469696669907,9.88659090803127e-7,-0.025969225038001198,19.64892910454473,-9.854690510565945e-5,0.004535927173225485,0.03999999761274591
small M,49.87660766823602,-0.5337010516096101,0.04,0.003726692515453488,0.03682868692724503,0.2880438114498705,9.873842081951235e-7,-0.025982384999096636,19.649396159134433,-9.871165366699496e-5,0.00451730550496765,0.03999999759738213
small M,49.966313797135726,-0.533702123688371,0.04,0.0037269419281759,0.03683713184729867,0.28754245469700634,9.861133661212282e-7,-0.02599536515983747,19.649860027169055,-9.887481713832157e-5,0.004498777559776013,0.039999997582025354
small M,50.05601992603543,-0.5337031944503066,0.04,0.0037271913112891576,0.03684553454356883,0.2870428893842075,9.848465378487315e-7,-0.02600816727768407,19.65032073712486,-9.903640831760232e-5,0.00448034265537034,0.039999997566675355
small M,50.14572605493513,-0.533704263899031,0.04,0.0037274406602651124,0.03685389531966208,0.28654510556487045,9.835836970930422e-7,-0.026020793120208274,19.650778317169078,-9.91964398907741e-5,0.004462000115723175,0.039999997551332
small M,50.23543218383484,-0.5337053320380862,0.04,0.003727689970644108,0.03686221447635706,0.28604909336918993,9.823248174362853e-7,-0.02603324446487254,19.651232795164397,-9.935492443280262e-5,0.004443749270961472,0.03999999753599512
small M,50.325138312734545,-0.5337063988709392,0.04,0.0037279392380340256,0.03687049231163699,0.2855548430033833,9.810698739564132e-7,-0.026045523098839285,19.651684198672335,-9.951187440870944e-5,0.00442558945732463,0.03999999752066445
small M,50.41484444163425,-0.5337074644009907,0.04,0.003728188458109332,0.03687872912072112,0.2850623447489272,9.798188393884016e-7,-0.026057630818745986,19.652132554957806,-9.96673021745965e-5,0.004407520017059241,0.03999999750534032
small M,50.50455057053395,-0.5337085286315706,0.04,0.003728437626610101,0.036886925196096515,0.2845715889617987,9.78571689476017e-7,-0.026069569430505535,19.652577890992113,-9.982121997864006e-5,0.004389540298391337,0.03999999749002183
small M,50.59425669943366,-0.5337095915659466,0.04,0.003728686739341228,0.03689508082754869,0.28408256607173465,9.773283985514253e-7,-0.026081340749092186,19.653020233457475,-9.997363996209216e-5,0.004371649655424248,0.03999999747470944
small M,50.68396282833337,-0.5337106532073193,0.04,0.00372893579217127,0.03690319630219237,0.28359526658148526,9.760889418621407e-7,-0.02609294659833311,19.653459608749987,-0.00010012457416028208,0.004353847448097081,0.03999999745940281
small M,50.77366895723307,-0.5337117135588312,0.04,0.0037291847810318364,0.036911271904501476,0.2831096810660977,9.748532940592086e-7,-0.02610438881069907,19.653896042983853,-0.00010027403450355753,0.004336133042103896,0.03999999744410174
small M,50.86337508613278,-0.5337127726235641,0.04,0.0037294337019164415,0.03691930791633894,0.2826258001721883,9.736214301281316e-7,-0.026115669227093963,19.654329561994622,-0.00010042203281827807,0.0043185058088350825,0.03999999742880626
small M,50.953081215032476,-0.5337138304045426,0.04,0.003729682550879782,0.03692730461698592,0.28214361461723436,9.723933264355887e-7,-0.026126789696642283,19.654760191342863,-0.00010056858082776142,0.004300965125312306,0.039999997413516036
small M,51.04278734393219,-0.5337148869047361,0.04,0.003729931324036854,0.036935262283170935,0.28166311518887777,9.711689592178269e-7,-0.026137752076481474,19.655187956317544,-0.00010071369015321127,0.004283510374129218,0.03999999739823109
small M,51.13249347283189,-0.5337159421270595,0.04,0.003730180017562121,0.03694318118909835,0.28118429274422985,9.699483033021667e-7,-0.02614855823155185,19.655612881939483,-0.00010085737231465771,0.004266140943384178,0.03999999738295119
small M,51.222199601731596,-0.5337169960743778,0.04,0.0037304286276885826,0.03695106160647639,0.28070713820918536,9.687313350142138e-7,-0.0261592100343839,19.656034992964898,-0.00010099963873188796,0.0042488562266171925,0.039999997367676295
small M,51.311905730631295,-0.533718048749503,0.04,0.0037306771507071117,0.036958903804545334,0.28023164257775235,9.675180311314366e-7,-0.0261697093648858,19.65645431388835,-0.00010114050072533728,0.004231655622763064,0.03999999735240616
small M,51.40161185953101,-0.5337191001552003,0.04,0.003730925582965501,0.03696670805010453,0.2797577969113787,9.663083684184297e-7,-0.026180058110141485,19.65687086894642,-0.0001012799695170159,0.004214538536073453,0.03999999733714097
small M,51.491317988430716,-0.5337201502941891,0.04,0.0037311739208677774,0.03697447460753981,0.27928559233830175,9.651023237434518e-7,-0.02619029861174263,19.657284682120785,-0.0001014180562313678,0.004197504376066696,0.039999997321880164
small M,51.581024117330415,-0.5337211991691397,0.04,0.003731422160873301,0.03698220373885011,0.27881502005288694,9.638998732651769e-7,-0.026200353196066867,19.65769577714113,-0.0001015547718961862,0.004180552557480066,0.03999999730662391
small M,51.67073024623012,-0.5337222467826821,0.04,0.0037316702994961357,0.0369898957036738,0.2783460713149951,9.627009951061792e-7,-0.026210260198920088,19.658104177488795,-0.00010169012744345828,0.0041636825001925,0.03999999729137204
small M,51.76043637512982,-0.5337232931374016,0.04,0.003731918333304135,0.036997550759314816,0.27787873744933983,9.615056660987986e-7,-0.02622002404737056,19.65850990639941,-0.00010182413371024517,0.0041468936291835234,0.03999999727612434
