type,beta,h,m,q0,q1,p,err,complexity_p1,average,replicon,entropy,computed_m
small M,327.4976286750518,-0.12094855218917716,0.0009,8.324135115744582e-7,0.0008678333846759837,0.5370916190313999,9.72622875713428e-7,-0.014507719055430716,186.53910121415618,5.636997508818926e-6,0.0001453475734170609,0.0008999987742627898
small M,328.38037160948596,-0.12094673438563563,0.0009,8.324114381586376e-7,0.0008680039802986852,0.5356141431082553,9.75222124266665e-7,-0.014624956480414363,186.53503908626232,5.614388371051843e-6,0.00014604273833408732,0.0008999987803540538
small M,329.26311454392004,-0.12094489773816149,0.0009,8.324093669062842e-7,0.0008681733222515396,0.5341450046083397,9.778018923770947e-7,-0.014742509750038943,186.53085187135332,5.591991429806119e-6,0.0001467588315978638,0.000899998786490381
small M,330.1458574783542,-0.12094304224761147,0.0009,8.324072976399737e-7,0.0008683414258055413,0.5326841307939827,9.803621105122133e-7,-0.014860378848746946,186.52654012085165,5.5698037093945185e-6,0.00014749589955165288,0.0008999987926711357
small M,331.02860041278825,-0.12094116791620452,0.0009,8.324052301860981e-7,0.0008685083059698032,0.5312314498056061,9.829026945092078e-7,-0.014978563762013442,186.52210438282577,5.547822276643748e-6,0.00014825398842561316,0.0008999987988956723
small M,331.9113433472223,-0.12093927474753152,0.0009,8.324031643748258e-7,0.0008686739774967971,0.5297868906478989,9.854235736851893e-7,-0.015097064476284072,186.51754520222312,5.526044240317164e-6,0.00014903314430671916,0.0008999988051633591
small M,332.79408628165646,-0.12096925821489085,0.0009,8.327248547130703e-7,0.0008693101877888554,0.5292288944583017,7.711715716360241e-7,-0.015215880978912001,186.62673826290654,5.564281953217929e-6,0.0001345211525392645,0.0009000304633456883
small M,333.67682921609054,-0.12093540794323115,0.0009,8.323993786290199e-7,0.000869001832651065,0.5269216303374458,9.511560319242671e-7,-0.015335013258003481,186.50796064693108,5.483075547585609e-6,0.00015066809133711806,0.0008999988381156672
small M,334.5595721505247,-0.12093348213397773,0.0009,8.323969772412169e-7,0.0008691638847583371,0.5255012458131295,9.927159043326177e-7,-0.015454461302741111,186.50313183113076,5.461902168020184e-6,0.0001514975508628974,0.0008999988244060507
small M,335.44231508495875,-0.1209315138198847,0.0009,8.323949142976185e-7,0.0008693248635860992,0.5240884819109862,9.953076414819328e-7,-0.01557422510273898,186.49808485357534,5.440909670441205e-6,0.00015236135333709933,0.0008999988306536674
small M,336.3250580193929,-0.12092952656807518,0.0009,8.323928542699583e-7,0.0008694847045801025,0.5226834962982145,9.977294223713094e-7,-0.015694304648370322,186.49291654334334,5.420106676292898e-6,0.00015324652812259004,0.0008999988371265925
small M,337.20780095382696,-0.12092743358019409,0.0009,8.323920668497942e-7,0.0008696438508445384,0.5212855566174213,9.027610586359098e-7,-0.01581469993061217,186.48726867653744,5.399461217015041e-6,0.0001542021320905737,0.0008999989515376109
small M,338.0905438882611,-0.12092540802618523,0.0009,8.32390014501606e-7,0.0008698014577577443,0.5198959304805815,9.045875995239246e-7,-0.015935410940990144,186.48185726398623,5.37902938050896e-6,0.00015513059319442746,0.0008999989578206449
small M,338.9732868226952,-0.1209233640967532,0.0009,8.323879569363051e-7,0.0008699579634311529,0.5185138906189736,9.068015432486248e-7,-0.016056437671526272,186.4763282649125,5.358779377484413e-6,0.00015608026630324623,0.0008999989636441262
small M,339.8560297571293,-0.12092130142732985,0.0009,8.323858996127244e-7,0.0008701133824809034,0.5171393703857396,9.089986605243284e-7,-0.01617778011469549,186.47068062988726,5.3387085464280656e-6,0.0001570514102186213,0.0008999989695007107
small M,340.7387726915634,-0.12091922003396184,0.0009,8.323838424201354e-7,0.0008702677273653599,0.515772306712917,9.111771019902159e-7,-0.01629943826338024,186.46491487701752,5.318814384878563e-6,0.00015804406903077717,0.0008999989753919259
small M,341.62151562599746,-0.12091711993577635,0.0009,8.323817852268571e-7,0.000870421010328248,0.5144126372737272,9.133367719971562e-7,-0.016421412110837166,186.4590315301933,5.299094426984472e-6,0.00015905828546535633,0.000899998981317197
small M,342.5042585604316,-0.12091500115334061,0.0009,8.323797279042741e-7,0.0008705732434110925,0.5130603004594314,9.15477553269027e-7,-0.016543701650660683,186.4530311124423,5.279546242488816e-6,0.0001600941017957172,0.0008999989872759286
small M,343.3870014948657,-0.12091286370865592,0.0009,8.323776703268438e-7,0.0008707244384571543,0.5117152353685384,9.17599354348189e-7,-0.016666306876650352,186.44691414604733,5.260167436242078e-6,0.0001611515598211391,0.0008999989932675275
small M,344.26974442929975,-0.1209107076251544,0.0009,8.323756123721249e-7,0.0008708746071152929,0.5103773817962612,9.197020615137652e-7,-0.016789227783226307,186.44068115266884,5.240955647725039e-6,0.00016223070085059216,0.0008999989992913886
small M,345.1524873637339,-0.12090853292769986,0.0009,8.323735539206732e-7,0.0008710237608436853,0.5090466802241719,9.217855644760584e-7,-0.016912464364753365,186.43433265348446,5.221908550576472e-6,0.00016333156568001939,0.0008999990053469083
small M,346.03523029816796,-0.12090633964258587,0.0009,8.323714948560128e-7,0.0008711719109135135,0.5077230718100683,9.238497645174568e-7,-0.01703601661596311,186.42786916931152,5.203023852129321e-6,0.00016445419457260246,0.0008999990114334857
small M,346.9179732326021,-0.12090412779753199,0.0009,8.323694350646064e-7,0.0008713190684125489,0.5064064983779895,9.258945477801596e-7,-0.017159884531832897,186.42129122072132,5.184299292950371e-6,0.00016559862724119245,0.000899999017550525
small M,347.80071616703617,-0.12090189742168181,0.0009,8.323673744358124e-7,0.000871465244248679,0.505096902408458,9.279197982405929e-7,-0.01728406810757992,186.4145993281541,5.165732646389202e-6,0.00016676490282913764,0.0008999990236973982
small M,348.6834591014703,-0.12089964854559845,0.0009,8.323653128618173e-7,0.000871610449153327,0.5037942270288513,9.29925412210478e-7,-0.01740856733865009,186.40779401202573,5.14732171812872e-6,0.00016795305989238812,0.0008999990298735239
small M,349.5662020359044,-0.12089738120126164,0.0009,8.323632502376327e-7,0.0008717546936848396,0.502498416004008,9.319112606849017e-7,-0.017533382220715935,186.40087579283284,5.129064345747105e-6,0.00016916313638230818,0.0008999990360782651
small M,350.4489449703385,-0.12089509542206203,0.0009,8.323611864610128e-7,0.0008718979882317597,0.5012094137269414,9.338772414953064e-7,-0.017658512749669304,186.39384519124891,5.110958398279699e-6,0.0001703951696291478,0.0008999990423110168
small M,351.3316879047726,-0.12089279124279666,0.0009,8.32359121432447e-7,0.0008720403430160763,0.49992716520978003,9.358232344069665e-7,-0.01778395892161925,186.38670272821764,5.093001775792158e-6,0.00017164919632457754,0.0008999990485711562
small M,352.2144308392067,-0.1208904686996614,0.0009,8.323570550551175e-7,0.0008721817680963626,0.49865161607480313,9.377491139663313e-7,-0.017909720732886186,186.37944892503523,5.075192408953543e-6,0.0001729252525090319,0.0008999990548580629
small M,353.0971737736408,-0.12088812783024859,0.0009,8.323549872348215e-7,0.0008723222733708748,0.4973827125457288,9.396547725249238e-7,-0.018035798179869673,186.3720843034492,5.057528258621228e-6,0.00017422337355134376,0.0008999990611711216
small M,353.9799167080749,-0.12088576867353647,0.0009,8.323529178799957e-7,0.0008724618685805853,0.49612040143906355,9.415400781348351e-7,-0.01816219125956,186.36460938572097,5.040007315425959e-6,0.0001755435941392519,0.0008999990675096959
small M,354.86265964250896,-0.1208833912698845,0.0009,8.323508469016128e-7,0.0008726005633121331,0.49486463015566495,9.434049190701219e-7,-0.018288899968759913,186.357024694712,5.022627599364963e-6,0.0001768859482616167,0.0008999990738731598
small M,355.74540257694315,-0.12088099566102456,0.0009,8.323487742132012e-7,0.0008727383670007346,0.49361534667242823,9.452491655382806e-7,-0.01841592430459149,186.3493307539487,5.005387159399584e-6,0.00017825046919698467,0.0008999990802608869
small M,356.6281455113772,-0.12087858189005432,0.0009,8.323466997307631e-7,0.0008728752889330256,0.4923724995341474,9.470727032622637e-7,-0.01854326426435921,186.34152808769505,4.98828407305964e-6,0.0001796371894984619,0.0008999990866722502
small M,357.5108884458113,-0.1208761500014273,0.0009,8.323446233727697e-7,0.0008730113382498383,0.4911360378454688,9.488753998983436e-7,-0.018670919845541995,186.33361722100832,4.971316446049807e-6,0.00018104614098184146,0.0008999990931065895
small M,358.3936313802454,-0.12087370004094605,0.0009,8.323425450600995e-7,0.0008731465239489312,0.4899059112630515,9.50657135310921e-7,-0.018798891045783982,186.3255986798074,4.954482411865148e-6,0.00018247735471290522,0.0008999990995632869
small M,359.2763743146796,-0.12087123205575134,0.0009,8.323404647160251e-7,0.0008732808548876573,0.48868206998780395,9.524177817284681e-7,-0.018927177862882415,186.3174729909201,4.937780131408064e-6,0.00018393086099641187,0.0008999991060416904
small M,660.2917149567083,-0.11957937543087217,0.0009,8.315331896827582e-7,0.0008945753827731941,0.2650924954408296,9.694643452215408e-7,-0.017099793150515588,180.87018605651258,2.1140205870204853e-6,0.0017636567116507823,0.0008999979366838305
small M,661.1744578911424,-0.11957581478274204,0.0009,8.315312472812363e-7,0.0008946002165136439,0.2647390164611406,9.57769385989247e-7,-0.016872411578647467,180.85442227376308,2.1093496065460623e-6,0.001770230631003844,0.000899997907421544
small M,662.0572008255765,-0.11957226098207784,0.0009,8.315293091093483e-7,0.0008946249345340543,0.2643864831930306,9.461069922526785e-7,-0.016644700526485846,180.8386874577484,2.104691119239186e-6,0.0017768081660496787,0.000899997878112499
small M,662.9399437600106,-0.1195687140525233,0.0009,8.315273751075789e-7,0.0008946495373390072,0.26403489182526274,9.344780452327823e-7,-0.01641667279802186,180.82298172609657,2.100045094373975e-6,0.0017833892532982815,0.0008999978487520507
small M,663.8226866944447,-0.11956517400799714,0.0009,8.315254452785152e-7,0.0008946740254630568,0.2636842385574302,9.228828979167513e-7,-0.016188343050428655,180.8073051539029,2.095411501244388e-6,0.0017899738405612736,0.0008999978193419192
small M,664.7054296288788,-0.11956164086190071,0.0009,8.315235196261315e-7,0.0008946983994391267,0.2633345196094353,9.113219050753281e-7,-0.015959728386958246,180.79165781389167,2.090790309200249e-6,0.001796561876185765,0.0008999977898840373
small M,665.5881725633129,-0.11955811462734742,0.0009,8.315215981543264e-7,0.0008947226597977566,0.2629857312216062,8.99795412186643e-7,-0.015730847373150017,180.77603977741384,2.0861814876475583e-6,0.0018031533087909113,0.0008999977603803117
small M,666.470915497747,-0.11955459531717243,0.0009,8.315196808668504e-7,0.0008947468070670781,0.2626378696545521,8.88303750979543e-7,-0.015501723049788625,180.7604511144907,2.081585006047645e-6,0.001809748087254176,0.0008999977308326271
small M,667.3536584321811,-0.11955163175971786,0.0009,8.315143522130191e-7,0.0008947691037096183,0.2622916850537969,9.992244219013829e-7,-0.015272382494032845,180.74727959888435,2.0770047796494933e-6,0.0018156990767621423,0.0008999976811317257
small M,668.2364013666153,-0.11954814546936703,0.0009,8.315123239227375e-7,0.0008947929632306062,0.2619456821589389,9.877418011452191e-7,-0.015042858247360427,180.7318334962942,2.072432901585136e-6,0.0018222768436819275,0.0008999976365562952
small M,669.1191443010493,-0.11954464794158003,0.0009,8.315104180491541e-7,0.000894816772830475,0.26160057620821514,9.752954825123875e-7,-0.014813190967182088,180.716337585464,2.067873204059481e-6,0.001828879319048543,0.0008999976039064915
small M,670.0018872354834,-0.1195411568715444,0.0009,8.315085197161366e-7,0.0008948404731818654,0.2612563818172071,9.628671291015972e-7,-0.014583433348263227,180.70086906671128,2.063325723752227e-6,0.001835485547257154,0.0008999975715775659
small M,670.8846301699175,-0.11953767276940983,0.0009,8.315066256803543e-7,0.0008948640631062291,0.2609130958446346,9.50477092518164e-7,-0.014353654799620705,180.68543017937114,2.0587904321028354e-6,0.0018420948880092936,0.0008999975392167846
small M,671.7673731043517,-0.11953419566020054,0.0009,8.315047358549237e-7,0.0008948875430705544,0.2605707146837104,9.38126230912163e-7,-0.014123950533239756,180.67002104597617,2.054267298930318e-6,0.0018487072753736872,0.0008999975068162133
small M,672.6501160387858,-0.11953072555524137,0.0009,8.315028502401983e-7,0.0008949109135851444,0.26022923473367543,9.258148926184321e-7,-0.013894460144249764,180.6546417291708,2.049756294059346e-6,0.001855322659609207,0.000899997474377608
small M,673.5328589732198,-0.11952726246522032,0.0009,8.315009688388476e-7,0.0008949341751592558,0.2598886524126187,9.135434022870184e-7,-0.013665402552979797,180.6392922887097,2.0452573873634634e-6,0.0018619409916799667,0.0008999974419029344
small M,674.4156019076539,-0.11952380640055843,0.0009,8.314990916534433e-7,0.0008949573282998571,0.2595489641577103,9.013120840606458e-7,-0.013437160325729822,180.62397278307557,2.0407705487657118e-6,0.0018685622228128695,0.000899997409394191
small M,675.2983448420881,-0.11952035737141944,0.0009,8.314972186864416e-7,0.0008949803735116175,0.2592101664250861,8.891212619567085e-7,-0.013210533492966879,180.6086832695204,2.0362957482381587e-6,0.0018751863044942085,0.000899997376853384
small M,676.1810877765222,-0.11951691538770813,0.0009,8.314953499401748e-7,0.0008950033112969334,0.2588722556897215,8.769712433136277e-7,-0.012988264080546034,180.59342380405695,2.0318329558014426e-6,0.0018818131884727335,0.0008999973442824656
small M,677.0638307109563,-0.1195140782923016,0.0009,8.314898328782343e-7,0.0008950242766100049,0.25853602358451927,9.926866501358689e-7,-0.0033112965349435383,180.5807965609328,2.0273859429296664e-6,0.0018877273553666307,0.000899997289577079
small M,108.04677885749217,-0.11794702481338831,0.001,1.011866894831763e-6,1.0118668948317639e-6,1.0,9.35229432638568e-7,-5.2475385148298415e-17,108.04666823113831,8.464987368126738e-5,0.004988731530205792,0.0010000000000038674
small M,108.87790792562674,-0.11787462094900335,0.001,1.012053469323625e-6,1.0120534693236256e-6,1.0,9.472143068050966e-7,-8.023096076392733e-17,108.87779640718733,8.334689880728448e-5,0.004943658475390076,0.0010000000000039793
small M,109.70903699376127,-0.1178096105312021,0.001,1.0122415040972532e-6,1.0122415040972542e-6,1.0,9.512769078310257e-7,-2.1662359406260379e-16,109.70892458227662,8.207341896617744e-5,0.0048982400332334836,0.001000000000004061
small M,110.54016606189585,-0.11775182679049245,0.001,1.0124309847200383e-6,1.0124309847200396e-6,1.0,9.455938628025475e-7,-1.5634195327240974e-16,110.54005275640186,8.082855038477192e-5,0.004852476203737339,0.0010000000000040992
small M,111.37129513003039,-0.11770110793557574,0.001,1.0126218984265652e-6,1.0126218984265667e-6,1.0,9.285227570823641e-7,-1.3899471851264167e-16,111.3711809295581,7.96114421428771e-5,0.004806366986902483,0.0010000000000040877
small M,112.20242419816496,-0.11765729696886432,0.001,1.0128151241103801e-6,1.0128151241103816e-6,1.0,9.948590504650038e-7,-1.3097162243624894e-16,112.20230910153808,7.842127470732957e-5,0.004759912382741359,0.0010000000000044446
small M,113.0335532662995,-0.11762024151066813,0.001,1.013008781865949e-6,1.0130087818659494e-6,1.0,9.409846233532649e-7,-1.3812735677465326e-16,113.03343727276008,7.725725859790522e-5,0.004713112391231376,0.0010000000000042707
small M,113.86468233443405,-0.11758979362991416,0.001,1.01320465025958e-6,1.013204650259581e-6,1.0,9.589705709401638e-7,-1.0733601507606494e-16,113.86456544281135,7.611863299649697e-5,0.004665967012396606,0.0010000000000044181
small M,114.69581140256861,-0.1175658096837128,0.001,1.013401698344665e-6,1.013401698344666e-6,1.0,9.37080710417314e-7,-1.5764299587939234e-16,114.69569361191986,7.500466458548342e-5,0.004618476246224893,0.0010000000000043806
small M,115.52694047070317,-0.11754815016257926,0.001,1.0136006279104388e-6,1.01360062791044e-6,1.0,9.508568940601178e-7,-9.324138683375338e-18,115.526821779915,7.391464630825218e-5,0.0045706400927271185,0.0010000000000045123
small M,116.35806953883773,-0.11753634117170596,0.001,1.014110343992936e-6,1.0141103439929372e-6,1.0,5.688220725107186e-7,-5.5294310796760726e-17,116.3579498738963,7.284781257546445e-5,0.004522458556919604,0.0010000393288678866
small M,117.18919860697228,-0.11753126614663043,0.001,1.0140028847772e-6,1.0140028847772013e-6,1.0,9.495736530438682e-7,-1.739060284666749e-16,117.18907811282143,7.180375672039762e-5,0.004473931623741122,0.001000000000004641
small M,118.02032767510684,-0.11753180669749565,0.001,1.0141748512963615e-6,1.0141748512963623e-6,1.0,1.3538032055838673e-7,-1.229485263598562e-16,118.02020628522459,7.07815992310211e-5,0.0044250593078170985,0.000999997089015246
small M,118.85145674324139,-0.1175381027260034,0.001,1.0143937090895584e-6,1.014393709089559e-6,1.0,9.564803227476153e-7,-4.0332320816460765e-17,118.85133444573454,6.978079248689026e-5,0.0043758416051963185,0.0009999999999951898
small M,119.68258581137594,-0.11755010737506041,0.001,1.0146003773636465e-6,1.0146003773636477e-6,1.0,9.4820722092603e-7,-8.153200337090993e-17,119.68246260845544,6.880076357000496e-5,0.004326278515061725,0.0009999999999951606
small M,120.5137148795105,-0.11756767835428994,0.001,1.0148088651353579e-6,1.0148088651353587e-6,1.0,9.128128318378131e-7,-8.001412032943023e-17,120.51359077002397,6.784093531894282e-5,0.0042763700376086955,0.000999999999995275
small M,121.34484394764506,-0.11759070128716542,0.001,1.0150180379785273e-6,1.0150180379785288e-6,1.0,9.727642394658533e-7,-5.117434254131581e-17,121.34471893070986,6.69007561618434e-5,0.004226116172821832,0.0009999999999948906
small M,122.17597301577962,-0.11761906490912738,0.001,1.0152293026938318e-6,1.015229302693833e-6,1.0,9.768551336754725e-7,-1.2663481374630692e-16,122.17584709016039,6.59796931869511e-5,0.004175516920723188,0.0009999999999947974
small M,123.00710208391416,-0.11765266096296247,0.001,1.0154424777957784e-6,1.0154424777957803e-6,1.0,9.449877806196298e-7,-9.627715291671279e-17,123.00697524840967,6.507723144748433e-5,0.004124572281311958,0.0009999999999948967
small M,123.8382311520487,-0.11769138409780111,0.001,1.0156565481387453e-6,1.015656548138746e-6,1.0,9.86662006906586e-7,-8.543513119185775e-17,123.83810340570294,6.419287323156353e-5,0.0040732822545738595,0.0009999999999945983
small M,124.66936022018328,-0.11773513177177056,0.001,1.0158732888685562e-6,1.0158732888685573e-6,1.0,9.113255649930382e-7,-8.825405684032006e-17,124.66923156158568,6.332613731977432e-5,0.0040216468405379555,0.0009999999999949377
small M,125.50048928831782,-0.11778380415980783,0.001,1.016090835910067e-6,1.0160908359100674e-6,1.0,9.196836312664853e-7,-4.401860820291148e-17,125.50035971651901,6.247655842942055e-5,0.00396966603917665,0.000999999999994824
small M,126.3316183564524,-0.11783730406347236,0.001,1.016310072353849e-6,1.0163100723538497e-6,1.0,9.17125205235256e-7,-8.413408858487514e-17,126.33148787027181,6.164368649086889e-5,0.0039173398505051235,0.0009999999999947679
small M,127.16274742458693,-0.11789553682557398,0.001,1.0165309780311728e-6,1.0165309780311736e-6,1.0,9.061499001069536e-7,-8.261620554339544e-17,127.16261602284017,6.0827086107826556e-5,0.003864668274524736,0.0009999999999947581
small M,127.9938764927215,-0.11795841024767091,0.001,1.0167526435946932e-6,1.0167526435946938e-6,1.0,9.846349203057794e-7,-9.540979117872439e-18,127.9937441744518,6.002633598879401e-5,0.003811651311221933,0.000999999999994227
small M,128.82500556085603,-0.11802583451027196,0.001,1.0169768833880256e-6,1.0169768833880267e-6,1.0,9.582523784461914e-7,-8.847089727481716e-17,128.82487232462702,5.9241028343905704e-5,0.003758288960628098,0.0009999999999943097
small M,129.65613462899063,-0.11809772209731303,0.001,1.0172027633167208e-6,1.0172027633167217e-6,1.0,9.275809026623737e-7,-1.5959455978986625e-16,129.6560004735986,5.8470768455406934e-5,0.003704581222729597,0.0009999999999944153
small M,130.48726369712514,-0.11817398772244174,0.001,1.0174293724596094e-6,1.0174293724596103e-6,1.0,9.905306810395921e-7,-1.6523241108679088e-16,130.4871286215994,5.7715174136796636e-5,0.0036505280975122935,0.0009999999999939571
small M,131.31839276525972,-0.11825454825807803,0.001,1.0176585561587312e-6,1.0176585561587315e-6,1.0,9.497315877331194e-7,-5.204170427930421e-17,131.31825676813224,5.697387521090314e-5,0.0035961295850095946,0.0009999999999941304
small M,132.14952183339426,-0.11833932266827883,0.001,1.0178893632596883e-6,1.017889363259689e-6,1.0,9.074538099709182e-7,-6.787105599759258e-17,132.1493849134391,5.624651315116679e-5,0.003541385685206594,0.0009999999999943177
small M,132.98065090152883,-0.11842823194299601,0.001,1.0181209148988444e-6,1.0181209148988448e-6,1.0,9.58041717748797e-7,-7.003946034256359e-17,132.98051305774928,5.553274059980565e-5,0.003486296398089202,0.0009999999999939224
small M,133.81177996966338,-0.11852119903479175,0.001,1.0183550076001186e-6,1.0183550076001184e-6,1.0,9.096381143964805e-7,-4.85722573273506e-17,133.8116412005689,5.483222090572596e-5,0.0034308617236912045,0.0009999999999941516
small M,134.64290903779792,-0.11861814879913282,0.001,1.0185898426758936e-6,1.0185898426758949e-6,1.0,9.549316415897046e-7,-7.849623728795052e-17,134.64276934237768,5.4144627839230693e-5,0.0033750816619815688,0.0009999999999937847
small M,135.4740381059325,-0.11871900793502124,0.001,1.0188272179893887e-6,1.0188272179893904e-6,1.0,9.021138820638247e-7,-6.375108774214766e-17,135.4738974826752,5.346964508270281e-5,0.0033189562129950327,0.000999999999994052
small M,136.30516717406704,-0.11882370492979238,0.001,1.0190653423126464e-6,1.0190653423126462e-6,1.0,9.428923171360075e-7,-5.594483210025203e-17,136.30502562194533,5.2806965997477486e-5,0.003262485376699922,0.000999999999993702
small M,137.1362962422016,-0.11893217000404693,0.001,1.0193050980180039e-6,1.0193050980180052e-6,1.0,9.833331860178564e-7,-1.196959198423997e-16,137.1361537599372,5.215629316044395e-5,0.00320566915311412,0.0009999999999933495
small M,137.96742531033615,-0.11904433505980186,0.001,1.0195474261149737e-6,1.0195474261149752e-6,1.0,9.234400907295019e-7,-8.847089727481716e-17,137.96728189637713,5.1517338077396185e-5,0.0031485075422577474,0.0009999999999936746
small M,138.7985543784707,-0.1191601336305651,0.001,1.0197904861721255e-6,1.0197904861721268e-6,1.0,9.598899993639884e-7,-7.32920668600201e-17,138.79841003177225,5.088982091838084e-5,0.0030910005440968787,0.0009999999999933452
small M,139.62968344660527,-0.11927950083198681,0.001,1.0200351872814452e-6,1.020035187281446e-6,1.0,9.960473219994683e-7,-3.664603343001005e-17,139.62953816585951,5.027347010530013e-5,0.0030331481586506857,0.0009999999999930058
small M,140.4608125147398,-0.11940237331542863,0.001,1.0202824793766227e-6,1.0202824793766231e-6,1.0,9.311276126754493e-7,-1.6544925152128798e-16,140.46066629835758,4.966802206875766e-5,0.0029749503859398275,0.0009999999999933797
small M,141.2919415828744,-0.11952868922322209,0.001,1.0205305010473974e-6,1.0205305010473979e-6,1.0,9.637499380195327e-7,-1.5807667674838655e-16,141.29179442978935,4.907322102373743e-5,0.002916407225929094,0.0009999999999930663
small M,142.12307065100893,-0.11965838814425592,0.001,1.0207801737236433e-6,1.0207801737236438e-6,1.0,9.961204580311875e-7,-8.001412032943023e-17,142.12292255988314,4.848881858823872e-5,0.002857518678638496,0.0009999999999927439
small M,142.95419971914347,-0.11979141107231771,0.001,1.0210324451128764e-6,1.0210324451128772e-6,1.0,9.278579904228774e-7,-1.6566609195578508e-16,142.95405068835328,4.791457357753074e-5,0.0027982847440893334,0.0009999999999931596
small M,143.78532878727805,-0.11992770036592133,0.001,1.0212854555838595e-6,1.0212854555838608e-6,1.0,9.57091281434979e-7,-3.187554387107383e-17,143.7851788157319,4.7350251814497814e-5,0.002738705422245193,0.0009999999999928566
small M,144.6164578554126,-0.12006719970825899,0.001,1.021540127301608e-6,1.021540127301609e-6,1.0,9.861093172545173e-7,-6.960577947356938e-17,144.6163069417422,4.679562577572941e-5,0.0026787807131264923,0.0009999999999925537
small M,145.44758692354716,-0.12020985406975529,0.001,1.0217973968552148e-6,1.021797396855216e-6,1.0,9.158802228066038e-7,1.496198998029996e-17,145.4474350660967,4.625047441797654e-5,0.0026185106167555643,0.000999999999992996
small M,146.2787159916817,-0.12035560967193071,0.001,1.022055424556175e-6,1.022055424556175e-6,1.0,9.421091259440123e-7,-3.363195139050035e-16,146.2785631893313,4.5714583018317106e-5,0.002557895133094153,0.00099999999999271
small M,147.10984505981625,-0.12050441395122224,0.001,1.0223151227750273e-6,1.0223151227750279e-6,1.0,9.68288979775913e-7,-2.237793284010081e-16,147.1096913111672,4.518774284471481e-5,0.0024969342621644804,0.000999999999992417
small M,147.9409741279508,-0.1206562155254062,0.001,1.0225764964450534e-6,1.0225764964450547e-6,1.0,9.94284760242293e-7,-5.572799166575493e-17,147.94081943159364,4.46697510304331e-5,0.002435628003968078,0.000999999999992122
small M,148.77210319608537,-0.12081096416031686,0.001,1.0228404883324283e-6,1.0228404883324294e-6,1.0,9.206379027932194e-7,-1.3899471851264167e-16,148.7719475503146,4.4160410338344606e-5,0.002373976358527846,0.0009999999999926203
small M,149.6032322642199,-0.12096861073854041,0.001,1.0231052443803396e-6,1.02310524438034e-6,1.0,9.44163655864619e-7,-1.7715863498413142e-16,149.60307566788313,4.365952905669922e-5,0.0023119793258042365,0.000999999999992346
small M,150.43436133235448,-0.12112910722770068,0.001,1.0233716856460775e-6,1.0233716856460787e-6,1.0,9.67655325912533e-7,-1.691355389077387e-16,150.43420378401132,4.316692069417296e-5,0.0022496369058197553,0.0009999999999920608
small M,151.26549040048903,-0.12129240665121843,0.001,1.0236398170604302e-6,1.0236398170604317e-6,1.0,9.909908638721095e-7,-1.6609977282477928e-16,151.26533189868823,4.268240388835955e-5,0.0021869490985763664,0.0009999999999917757
small M,152.0966194686236,-0.12145846305917396,0.001,1.0239105773467448e-6,1.0239105773467458e-6,1.0,9.153731156296178e-7,-3.838075690598686e-17,152.09646001161215,4.220580219646669e-5,0.0021239159040983453,0.0009999999999923167
small M,152.92774853675814,-0.12162723150100466,0.001,1.024182118852509e-6,1.0241821188525097e-6,1.0,9.365153472084792e-7,-1.6002824065886045e-16,152.92758812334733,4.1736944021750814e-5,0.0020605373223437605,0.0009999999999920493
small M,153.7588776048927,-0.12179866799761285,0.001,1.024455360773004e-6,1.024455360773004e-6,1.0,9.576357381325045e-7,-3.2634485391813683e-16,153.75871623359967,4.1275662329184343e-5,0.0019968133533362804,0.0009999999999917792
small M,154.59000667302726,-0.12197272951583174,0.001,1.024730306989102e-6,1.024730306989102e-6,1.0,9.787359448544036e-7,-3.3371742869103826e-16,154.58984434235853,4.0821794582383764e-5,0.0019327439970781672,0.0009999999999914986
small M,155.4211357411618,-0.12214937394298954,0.001,1.0250069624893794e-6,1.02500696248938e-6,1.0,9.997040396541535e-7,-1.6111244283134596e-16,155.42097244961272,4.037518257904733e-5,0.0018683292535715476,0.000999999999991218
small M,156.25226480929635,-0.12232856006227222,0.001,1.025286273612542e-6,1.025286273612543e-6,1.0,9.212392533396453e-7,-8.673617379884035e-17,156.2521005550495,3.993567228965944e-5,0.0018035691228418319,0.0009999999999918147
small M,157.08339387743092,-0.12251024752964192,0.001,1.025566376089208e-6,1.0255663760892093e-6,1.0,9.402635506406638e-7,-4.228388472693467e-17,157.08322865925484,3.9503113817507513e-5,0.0017384636048446873,0.000999999999991552
small M,157.91452294556547,-0.1226943968499529,0.001,1.0258481986885051e-6,1.0258481986885058e-6,1.0,9.592772982035432e-7,2.862293735361732e-17,157.91435676192324,3.9077361132377155e-5,0.0016730126996052051,0.000999999999991288
small M,158.74565201370004,-0.12288096935533227,0.001,1.0261317454476676e-6,1.0261317454476682e-6,1.0,9.782819057385976e-7,-1.5959455978986625e-16,158.74548486304374,3.865827203877888e-5,0.001607216407125231,0.0009999999999910172
small M,159.57678108183458,-0.12306992718348755,0.001,1.0264170214147762e-6,1.0264170214147766e-6,1.0,9.971758173684132e-7,-1.437652080715779e-16,159.5766129626049,3.824570803440167e-5,0.0015410747274074363,0.00099999999999074
small M,160.40791014996913,-0.12326123325667623,0.001,1.0267049704662187e-6,1.0267049704662273e-6,1.0,9.172263292844431e-7,-1.251169307048272e-16,160.40774106028618,3.7839534171026715e-5,0.0014745876604786053,0.0009999999999913876
