type,beta,h,m,q0,q1,p,err,beta_p1,h_p1,m_p1,q0_p1,q1_p1,p_p1,err_p1
small M,692.95320353077,-0.11945417743991746,0.0009,8.314528328932817e-7,0.0008954153449548172,0.2526175269446156,8.885993723086361e-7,692.95320353077,-0.14692323582088518,0.0009,0.0007148838706361236,0.0009000097429839086,1.0,9.495772132389683e-7
small M,693.8359464652042,-0.11945087885724315,0.0009,8.314510541657906e-7,0.0008954362372673307,0.2522966372323417,8.75001830619639e-7,693.8359464652042,-0.1469850504739588,0.0009,0.0007149402450944711,0.00090000981062514,1.0,9.522876603069842e-7
small M,694.7186893996383,-0.11944758746721616,0.0009,8.314492796890892e-7,0.0008954570322118558,0.25197656465080226,8.614572565420545e-7,694.7186893996383,-0.1470469685700843,0.0009,0.0007149961177894428,0.0009000098777214901,1.0,9.550043264345946e-7
small M,695.6014323340723,-0.11944500970920055,0.0009,8.31443345238623e-7,0.0008954755899316996,0.25165819709175,9.902998892779475e-7,695.6014323340723,-0.14710898947418208,0.0009,0.0007150514931425218,0.0009000099442775529,1.0,9.577272227031646e-7
small M,696.4841752685064,-0.1194417657445506,0.0009,8.314413794734844e-7,0.0008954960855197029,0.2513397743428203,9.75955008312547e-7,696.4841752685064,-0.14717111255432191,0.0009,0.0007151063755373025,0.0009000100102974078,1.0,9.604563623629473e-7
small M,697.3669182029406,-0.11943849760589825,0.0009,8.314396131893476e-7,0.0008955165876500171,0.2510221316603721,9.612420022689341e-7,697.3669182029406,-0.14723333718172044,0.0009,0.0007151607693197939,0.000900010075784742,1.0,9.631917587850502e-7
small M,698.2496611373747,-0.11943523551503848,0.0009,8.314378584000995e-7,0.0008955369980396656,0.250705292675406,9.465920619828592e-7,698.2496611373747,-0.14729566273073774,0.0009,0.0007152146787987196,0.0009000101407429647,1.0,9.659334243771286e-7
small M,699.1324040718088,-0.1194319805938149,0.0009,8.314361081256318e-7,0.0008955573134614693,0.2503892552556964,9.320004223958276e-7,699.1324040718088,-0.14735808857887603,0.0009,0.0007152681082458122,0.0009000102051753002,1.0,9.686813723902716e-7
small M,700.0151470062428,-0.11942873288635417,0.0009,8.314343621132597e-7,0.0008955775342269657,0.2500740163743228,9.174670198338077e-7,700.0151470062428,-0.14742061410677454,0.0009,0.0007153210618961141,0.0009000102690849105,1.0,9.714356187258494e-7
small M,700.897889940677,-0.11942549239763625,0.0009,8.314326203531589e-7,0.0008955976607735931,0.2497595729874479,9.029920962220424e-7,700.897889940677,-0.14748323869821203,0.0009,0.0007153735439482528,0.000900010332474928,1.0,9.74196170491277e-7
small M,701.7806328751111,-0.11942225913103441,0.0009,8.314308828441852e-7,0.0008956176935414006,0.2494459220656532,8.885758913111828e-7,701.7806328751111,-0.14754596174008544,0.0009,0.0007154255585647909,0.0009000103953487563,1.0,9.769630535862398e-7
small M,702.6633758095452,-0.11941903308967401,0.0009,8.314291495853889e-7,0.0008956376329685825,0.2491330605949418,8.742186377204486e-7,702.6633758095452,-0.1476087826224308,0.0009,0.0007154771098724337,0.0009000104577098487,1.0,9.797362763224106e-7
small M,703.5461187439793,-0.1194158142764806,0.0009,8.3142742057574e-7,0.0008956574794913492,0.24882098557669644,8.599205730357095e-7,703.5461187439793,-0.14767170073840322,0.0009,0.0007155282019623708,0.0009000105195619859,1.0,9.825158553231851e-7
small M,704.4288616784135,-0.11941336902608649,0.0009,8.314212569531971e-7,0.0008956749459521855,0.2485106409496977,9.97645207932088e-7,704.4288616784135,-0.14773471548427605,0.0009,0.0007155788388905505,0.0009000105809092965,1.0,9.853018055250344e-7
small M,705.3116046128475,-0.11941020429777002,0.0009,8.314192991571272e-7,0.0008956944819998971,0.24820015887750524,9.821299610205122e-7,705.3116046128475,-0.14779782625943672,0.0009,0.0007156290246779618,0.0009000106417563126,1.0,9.88094142104882e-7
small M,706.1943475472816,-0.119407009226484,0.0009,8.314175763162985e-7,0.0008957140478730497,0.24789042269011746,9.66568622152738e-7,706.1943475472816,-0.14786103246638144,0.0009,0.0007156787633109199,0.0009000107021080299,1.0,9.908928798777064e-7
small M,108.04677885749217,-0.11794702481338831,0.001,1.0118668948317616e-6,1.011866894831762e-6,2.734484044936325e-5,9.352294326385693e-7,108.04677885749217,-0.11794702481338831,0.001,1.011866894831763e-6,1.0118668948317639e-6,1.0,9.35229432638568e-7
small M,108.87790792562674,-0.11787462094900335,0.001,1.0120534693236253e-6,1.0120534693236251e-6,2.734484044936325e-5,9.472143068050964e-7,108.87790792562674,-0.11787462094900335,0.001,1.012053469323625e-6,1.0120534693236256e-6,1.0,9.472143068050966e-7
small M,109.70903699376127,-0.1178096105312021,0.001,1.012241504097253e-6,1.0122415040972527e-6,2.734484044936325e-5,9.512769078310261e-7,109.70903699376127,-0.1178096105312021,0.001,1.0122415040972532e-6,1.0122415040972542e-6,1.0,9.512769078310257e-7
small M,110.54016606189585,-0.11775182679049247,0.001,1.012430984720039e-6,1.0124309847200396e-6,2.734484044936325e-5,9.455938630117041e-7,110.54016606189585,-0.11775182679049245,0.001,1.0124309847200383e-6,1.0124309847200396e-6,1.0,9.455938628025475e-7
small M,111.37129513003039,-0.11770110793557574,0.001,1.0126218984265648e-6,1.0126218984265648e-6,2.734484044936325e-5,9.285227570823644e-7,111.37129513003039,-0.11770110793557574,0.001,1.0126218984265652e-6,1.0126218984265667e-6,1.0,9.285227570823641e-7
small M,112.20242419816496,-0.11765729696886432,0.001,1.0128151241103808e-6,1.0128151241103814e-6,2.734484044936325e-5,9.948590506740816e-7,112.20242419816496,-0.11765729696886432,0.001,1.0128151241103801e-6,1.0128151241103816e-6,1.0,9.948590504650038e-7
small M,113.0335532662995,-0.11762024151066813,0.001,1.0130087818659485e-6,1.0130087818659485e-6,2.734484044936325e-5,9.409846231442273e-7,113.0335532662995,-0.11762024151066813,0.001,1.013008781865949e-6,1.0130087818659494e-6,1.0,9.409846233532649e-7
small M,113.86468233443405,-0.11758979362991417,0.001,1.01320465025958e-6,1.013204650259581e-6,2.734484044936325e-5,9.589705709401638e-7,113.86468233443405,-0.11758979362991416,0.001,1.01320465025958e-6,1.013204650259581e-6,1.0,9.589705709401638e-7
small M,114.69581140256861,-0.1175658096837128,0.001,1.0134016983446659e-6,1.0134016983446665e-6,2.734484044936325e-5,9.370807102083557e-7,114.69581140256861,-0.1175658096837128,0.001,1.013401698344665e-6,1.013401698344666e-6,1.0,9.37080710417314e-7
small M,115.52694047070317,-0.11754815016257926,0.001,1.0136006279104384e-6,1.0136006279104388e-6,2.734484044936325e-5,9.508568940601178e-7,115.52694047070317,-0.11754815016257926,0.001,1.0136006279104388e-6,1.01360062791044e-6,1.0,9.508568940601178e-7
small M,116.35806953883773,-0.11753634117170596,0.001,1.0141103439929362e-6,1.014110343992937e-6,2.734484044936325e-5,5.688220723019065e-7,116.35806953883773,-0.11753634117170596,0.001,1.014110343992936e-6,1.0141103439929372e-6,1.0,5.688220725107186e-7
small M,117.18919860697228,-0.11753126614663043,0.001,1.0140028847772004e-6,1.014002884777201e-6,2.734484044936325e-5,9.495736528350342e-7,117.18919860697228,-0.11753126614663043,0.001,1.0140028847772e-6,1.0140028847772013e-6,1.0,9.495736530438682e-7
small M,118.02032767510684,-0.11753180669749566,0.001,1.0141748512963606e-6,1.0141748512963613e-6,2.734484044936325e-5,1.3538032034958837e-7,118.02032767510684,-0.11753180669749565,0.001,1.0141748512963615e-6,1.0141748512963623e-6,1.0,1.3538032055838673e-7
small M,118.85145674324139,-0.1175381027260034,0.001,1.0143937090895571e-6,1.0143937090895574e-6,2.734484044936325e-5,9.564803233738782e-7,118.85145674324139,-0.1175381027260034,0.001,1.0143937090895584e-6,1.014393709089559e-6,1.0,9.564803227476153e-7
small M,119.68258581137594,-0.11755010737506041,0.001,1.0146003773636484e-6,1.0146003773636503e-6,2.734484044936325e-5,9.482072211347397e-7,119.68258581137594,-0.11755010737506041,0.001,1.0146003773636465e-6,1.0146003773636477e-6,1.0,9.4820722092603e-7
small M,120.5137148795105,-0.11756767835428994,0.001,1.0148088651354296e-6,1.0148088651354978e-6,2.734484044936325e-5,9.128128245343518e-7,120.5137148795105,-0.11756767835428994,0.001,1.0148088651353579e-6,1.0148088651353587e-6,1.0,9.128128318378131e-7
small M,121.34484394764506,-0.1175907012871654,0.001,1.0150180379841362e-6,1.015018037989443e-6,2.734484044936325e-5,9.727636354896479e-7,121.34484394764506,-0.11759070128716542,0.001,1.0150180379785273e-6,1.0150180379785288e-6,1.0,9.727642394658533e-7
small M,122.17597301577962,-0.11761906490912724,0.001,1.0152293032315146e-6,1.0152293037402667e-6,2.734484044936325e-5,9.767972743634167e-7,122.17597301577962,-0.11761906490912738,0.001,1.0152293026938318e-6,1.015229302693833e-6,1.0,9.768551336754725e-7
small M,123.00710208391416,-0.11765266096294649,0.001,1.0154425411584167e-6,1.0154426011122976e-6,2.734484044936325e-5,9.381724103521253e-7,123.00710208391416,-0.11765266096296247,0.001,1.0154424777957784e-6,1.0154424777957803e-6,1.0,9.449877806196298e-7
small M,123.8382311520487,-0.11769138409546968,0.001,1.0156657254343618e-6,1.015674409077162e-6,2.734484044936325e-5,9.335877660512754e-7,123.8382311520487,-0.11769138409780111,0.001,1.0156565481387453e-6,1.015656548138746e-6,1.0,9.86662006906586e-7
small M,124.66936022018328,-0.12382903919270488,0.001,1.0351476281725713e-6,0.0005513509890203819,1.8437463586126492,9.473085920217815e-7,124.66936022018328,-0.11773513177177056,0.001,1.0158732888685562e-6,1.0158732888685573e-6,1.0,9.113255649930382e-7
small M,125.50048928831782,-0.12422095592649132,0.001,1.0346982651554244e-6,0.0005856660404835701,1.7636744269374947,8.33167160741872e-7,125.50048928831782,-0.11778380415980783,0.001,1.016090835910067e-6,1.0160908359100674e-6,1.0,9.196836312664853e-7
small M,126.3316183564524,-0.12447529216901548,0.001,1.0344103703784968e-6,0.0006085866088464748,1.7105787910388963,9.64980273734011e-7,126.3316183564524,-0.11783730406347236,0.001,1.016310072353849e-6,1.0163100723538497e-6,1.0,9.17125205235256e-7
small M,127.16274742458693,-0.1246714422425864,0.001,1.0341964013514614e-6,0.000626767952975596,1.6684903235643356,7.963043587050967e-7,127.16274742458693,-0.11789553682557398,0.001,1.0165309780311728e-6,1.0165309780311736e-6,1.0,9.061499001069536e-7
small M,127.9938764927215,-0.1248329021796053,0.001,1.0340165349759817e-6,0.000642132911909871,1.6328486129158137,7.739716655580795e-7,127.9938764927215,-0.11795841024767091,0.001,1.0167526435946932e-6,1.0167526435946938e-6,1.0,9.846349203057794e-7
small M,128.82500556085603,-0.12497045281953867,0.001,1.0338624250922403e-6,0.0006555667973134971,1.6015646700596509,8.072357267576099e-7,128.82500556085603,-0.11802583451027196,0.001,1.0169768833880256e-6,1.0169768833880267e-6,1.0,9.582523784461914e-7
small M,129.65613462899063,-0.12509019935961785,0.001,1.0337287805670707e-6,0.0006675651825472991,1.5734795254407135,7.084469872812868e-7,129.65613462899063,-0.11809772209731303,0.001,1.0172027633167208e-6,1.0172027633167217e-6,1.0,9.275809026623737e-7
small M,130.48726369712514,-0.12519614948296276,0.001,1.0336025978204265e-6,0.0006784365249846993,1.547881858244395,9.895600324800564e-7,130.48726369712514,-0.11817398772244174,0.001,1.0174293724596094e-6,1.0174293724596103e-6,1.0,9.905306810395921e-7
small M,131.31839276525972,-0.12529076008908355,0.001,1.0334955991377142e-6,0.0006883973692489775,1.5242679770198586,7.667108626588264e-7,131.31839276525972,-0.11825454825807803,0.001,1.0176585561587312e-6,1.0176585561587315e-6,1.0,9.497315877331194e-7
small M,132.14952183339426,-0.12537613483573162,0.001,1.0333924181051538e-6,0.0006975944371467958,1.5023080968472586,8.484054855184662e-7,132.14952183339426,-0.11833932266827883,0.001,1.0178893632596883e-6,1.017889363259689e-6,1.0,9.074538099709182e-7
small M,132.98065090152883,-0.12545364828421812,0.001,1.033296420364766e-6,0.0007061428281983852,1.4817398730305473,9.469762585280806e-7,132.98065090152883,-0.11842823194299601,0.001,1.0181209148988444e-6,1.0181209148988448e-6,1.0,9.58041717748797e-7
small M,133.81177996966338,-0.1255243658327394,0.001,1.033210232053303e-6,0.0007141321376028918,1.4623621033757024,8.309258986876452e-7,133.81177996966338,-0.11852119903479175,0.001,1.0183550076001186e-6,1.0183550076001184e-6,1.0,9.096381143964805e-7
small M,134.64290903779792,-0.12558927445689694,0.001,1.033125872744501e-6,0.0007216280827098291,1.4440291497613114,9.421174668737414e-7,134.64290903779792,-0.11861814879913282,0.001,1.0185898426758936e-6,1.0185898426758949e-6,1.0,9.549316415897046e-7
small M,135.4740381059325,-0.1256489981623592,0.001,1.033049504538289e-6,0.0007286906749585767,1.4266084110068404,8.523965567462152e-7,135.4740381059325,-0.11871900793502124,0.001,1.0188272179893887e-6,1.0188272179893904e-6,1.0,9.021138820638247e-7
small M,136.30516717406704,-0.12570421809365334,0.001,1.032974309910039e-6,0.0007353623056231357,1.410006464863205,9.64391382139476e-7,136.30516717406704,-0.11882370492979238,0.001,1.0190653423126464e-6,1.0190653423126462e-6,1.0,9.428923171360075e-7
small M,137.1362962422016,-0.125755346368291,0.001,1.0329058180404581e-6,0.0007416857342784643,1.3941314792050745,8.856898817163199e-7,137.1362962422016,-0.11893217000404693,0.001,1.0193050980180039e-6,1.0193050980180052e-6,1.0,9.833331860178564e-7
small M,137.96742531033615,-0.12580288130073522,0.001,1.0328380716484704e-6,0.0007476895508656226,1.3789200746029004,9.950660394076346e-7,137.96742531033615,-0.11904433505980186,0.001,1.0195474261149737e-6,1.0195474261149752e-6,1.0,9.234400907295019e-7
small M,138.7985543784707,-0.1258471070858047,0.001,1.032776060196875e-6,0.0007534061913117314,1.3643050315772856,9.209768512724916e-7,138.7985543784707,-0.1191601336305651,0.001,1.0197904861721255e-6,1.0197904861721268e-6,1.0,9.598899993639884e-7
small M,139.62968344660527,-0.12588837204930198,0.001,1.0327167625049914e-6,0.0007588576951250397,1.3502384312645586,8.556244303594243e-7,139.62968344660527,-0.11927950083198681,0.001,1.0200351872814452e-6,1.020035187281446e-6,1.0,9.960473219994683e-7
small M,140.4608125147398,-0.12592697408496206,0.001,1.032657961361047e-6,0.0007640630573300182,1.3366783699712241,9.536752253957182e-7,140.4608125147398,-0.11940237331542863,0.001,1.0202824793766227e-6,1.0202824793766231e-6,1.0,9.311276126754493e-7
small M,141.2919415828744,-0.1259630884188562,0.001,1.0326036997600137e-6,0.0007690453458083283,1.323579873585051,8.880056212969123e-7,141.2919415828744,-0.11952868922322209,0.001,1.0205305010473974e-6,1.0205305010473979e-6,1.0,9.637499380195327e-7
small M,142.12307065100893,-0.12599697999176804,0.001,1.0325498080723823e-6,0.0007738163515497126,1.310914422902387,9.817071772071791e-7,142.12307065100893,-0.11965838814425592,0.001,1.0207801737236433e-6,1.0207801737236438e-6,1.0,9.961204580311875e-7
small M,142.95419971914347,-0.12602877930446024,0.001,1.0324998797776626e-6,0.0007783955627594031,1.2986461002597014,9.147558664872494e-7,142.95419971914347,-0.11979141107231771,0.001,1.0210324451128764e-6,1.0210324451128772e-6,1.0,9.278579904228774e-7
small M,143.78532878727805,-0.12605867846482394,0.001,1.0324518077322848e-6,0.0007827935988674691,1.2867508496609148,8.530252439081766e-7,143.78532878727805,-0.11992770036592133,0.001,1.0212854555838595e-6,1.0212854555838608e-6,1.0,9.57091281434979e-7
small M,144.6164578554126,-0.12608684360891265,0.001,1.0324041271709866e-6,0.0007870197832846957,1.27520677352104,9.344730333518615e-7,144.6164578554126,-0.12006719970825899,0.001,1.021540127301608e-6,1.021540127301609e-6,1.0,9.861093172545173e-7
small M,145.44758692354716,-0.12611336514863186,0.001,1.0323595996439226e-6,0.0007910897687503597,1.2639874923495027,8.702733883130565e-7,145.44758692354716,-0.12020985406975529,0.001,1.0217973968552148e-6,1.021797396855216e-6,1.0,9.158802228066038e-7
small M,146.2787159916817,-0.12613839936660737,0.001,1.0323155075418257e-6,0.0007950079826549777,1.2530779820242361,9.460399942002884e-7,146.2787159916817,-0.12035560967193071,0.001,1.022055424556175e-6,1.022055424556175e-6,1.0,9.421091259440123e-7
small M,147.10984505981625,-0.12616202025508388,0.001,1.0322741158354249e-6,0.0007987886271863941,1.2424561825250693,8.790319435128823e-7,147.10984505981625,-0.12050441395122224,0.001,1.0223151227750273e-6,1.0223151227750279e-6,1.0,9.68288979775913e-7
small M,147.9409741279508,-0.1261843543563861,0.001,1.0322332680346214e-6,0.0008024340906018049,1.2321101342284404,9.480416278170061e-7,147.9409741279508,-0.1206562155254062,0.001,1.0225764964450534e-6,1.0225764964450547e-6,1.0,9.94284760242293e-7
small M,148.77210319608537,-0.12620546600187588,0.001,1.0321946737551238e-6,0.0008059575654475105,1.2220211937333154,8.779343846876888e-7,148.77210319608537,-0.12081096416031686,0.001,1.0228404883324283e-6,1.0228404883324294e-6,1.0,9.206379027932194e-7
small M,149.6032322642199,-0.12622545544659208,0.001,1.032156792038925e-6,0.0008093597445025471,1.212179634211087,9.38839949451465e-7,149.6032322642199,-0.12096861073854041,0.001,1.0231052443803396e-6,1.02310524438034e-6,1.0,9.44163655864619e-7
small M,150.43436133235448,-0.12624438473836153,0.001,1.0321204213007243e-6,0.0008126496897317704,1.2025712105733852,9.97844586535225e-7,150.43436133235448,-0.12112910722770068,0.001,1.0233716856460775e-6,1.0233716856460787e-6,1.0,9.67655325912533e-7
small M,151.26549040048903,-0.12626232367403867,0.001,1.0320855856833618e-6,0.0008158369675753865,1.1931829746185965,9.716176140871763e-7,151.26549040048903,-0.12129240665121843,0.001,1.0236398170604302e-6,1.0236398170604317e-6,1.0,9.909908638721095e-7
small M,152.0966194686236,-0.12627933911223144,0.001,1.032051780601118e-6,0.0008189233188465004,1.1840062608684998,9.775538888953557e-7,152.0966194686236,-0.12145846305917396,0.001,1.0239105773467448e-6,1.0239105773467458e-6,1.0,9.153731156296178e-7
small M,152.92774853675814,-0.12629548850674022,0.001,1.0320189597336265e-6,0.0008219136879945757,1.1750313484612902,9.833159857517107e-7,152.92774853675814,-0.12162723150100466,0.001,1.024182118852509e-6,1.0241821188525097e-6,1.0,9.365153472084792e-7
small M,153.7588776048927,-0.1263108248545969,0.001,1.0319870797909982e-6,0.0008248126731487792,1.1662492221379743,9.888993112679293e-7,153.7588776048927,-0.12179866799761285,0.001,1.024455360773004e-6,1.024455360773004e-6,1.0,9.576357381325045e-7
small M,154.59000667302726,-0.1263253971268699,0.001,1.03195610024856e-6,0.0008276245586613892,1.157651502822815,9.943026240792786e-7,154.59000667302726,-0.12197272951583174,0.001,1.024730306989102e-6,1.024730306989102e-6,1.0,9.787359448544036e-7
small M,155.4211357411618,-0.12633925060374124,0.001,1.0319259854512296e-6,0.000830353344723699,1.1492303850591732,9.995321886639711e-7,155.4211357411618,-0.12214937394298954,0.001,1.0250069624893794e-6,1.02500696248938e-6,1.0,9.997040396541535e-7
small M,156.25226480929635,-0.1263524404406123,0.001,1.0318960868399022e-6,0.0008330053860373214,1.1409781858056374,8.525641986216727e-7,156.25226480929635,-0.12232856006227222,0.001,1.025286273612542e-6,1.025286273612543e-6,1.0,9.212392533396453e-7
small M,157.08339387743092,-0.12636498140456592,0.001,1.0318674866868675e-6,0.0008355788555810408,1.13288903311219,8.582220482711789e-7,157.08339387743092,-0.12251024752964192,0.001,1.025566376089208e-6,1.0255663760892093e-6,1.0,9.402635506406638e-7
small M,157.91452294556547,-0.1263769208622293,0.001,1.0318396522669978e-6,0.0008380797551415386,1.1249560107795373,8.636760488702125e-7,157.91452294556547,-0.1226943968499529,0.001,1.0258481986885051e-6,1.0258481986885058e-6,1.0,9.592772982035432e-7
small M,158.74565201370004,-0.12638828077864145,0.001,1.0318131440700696e-6,0.0008405096528417846,1.117173180131032,9.782851476502975e-7,158.74565201370004,-0.12288096935533227,0.001,1.0261317454476676e-6,1.0261317454476682e-6,1.0,9.782819057385976e-7
small M,159.57678108183458,-0.12639909797506413,0.001,1.031787449796535e-6,0.0008428728883120718,1.1095347320667184,9.9916425010181e-7,159.57678108183458,-0.12306992718348755,0.001,1.0264170214147762e-6,1.0264170214147766e-6,1.0,9.971758173684132e-7
small M,160.40791014996913,-0.12640942223348767,0.001,1.0317617741934715e-6,0.000845173949237315,1.1020355366586065,9.294772686014334e-7,160.40791014996913,-0.12326123325667623,0.001,1.0267049704662187e-6,1.0267049704662273e-6,1.0,9.172263292844431e-7
small M,161.2390392181037,-0.12641923529122784,0.001,1.0317381597690924e-6,0.0008474111754685663,1.0946702813546991,9.84886124073651e-7,161.2390392181037,-0.12345485126212018,0.001,1.0269937321566045e-6,1.026993732164668e-6,1.0,9.343905808376211e-7
small M,162.07016828623824,-0.126428624202891,0.001,1.0317138459656668e-6,0.0008495922128838773,1.087434824805945,9.117983120325661e-7,162.07016828623824,-0.1236507456314489,0.001,1.0272842432139684e-6,1.0272842517413281e-6,1.0,9.506364877570796e-7
small M,162.90129735437282,-0.12643757760384491,0.001,1.0316910572303966e-6,0.0008517159936078594,1.0803238695992525,9.860373931040713e-7,162.90129735437282,-0.1238488815207341,0.001,1.0275857189330633e-6,1.0275947182808103e-6,1.0,9.437428212843572e-7
small M,163.73242642250736,-0.12644612988260662,0.001,1.0316680076011434e-6,0.0008537861817757409,1.07333438083817,9.315885702570235e-7,163.73242642250736,-0.12404922479826616,0.001,1.0278798845571349e-6,0.000711266367937412,1.0,9.928472761646588e-7
small M,164.5635554906419,-0.12645429586750792,0.001,1.0316455164046972e-6,0.0008558040645018551,1.0664618514289936,8.879929098079586e-7,164.5635554906419,-0.12425174201720493,0.001,1.0281758037593049e-6,0.0007440525293055725,1.0,9.856372163580013e-7
small M,165.39468455877648,-0.12646209533078978,0.001,1.0316235644935148e-6,0.0008577715964040938,1.0597025080721907,9.384397453573017e-7,165.39468455877648,-0.12445640040453168,0.001,1.0284734808495591e-6,0.0007669889444067937,1.0,9.770909839052014e-7
small M,166.22581362691102,-0.12646954688124185,0.001,1.0316021319504686e-6,0.0008596906359279603,1.053052769740035,9.869783467939715e-7,166.22581362691102,-0.12466316784270132,0.001,1.0287729201291872e-6,0.0007852642801456853,1.0,9.770708402091265e-7
small M,167.05694269504556,-0.12647671391946722,0.001,1.0315791390571517e-6,0.0008615650027388777,1.046510303813825,8.837687854432368e-7,167.05694269504556,-0.1248720128533164,0.001,1.0290741256448827e-6,0.0008006444195338836,1.0,9.71101338783597e-7
small M,167.88807176318014,-0.12648352265725443,0.001,1.031558635829456e-6,0.0008633921696130132,1.0400698036781364,9.247688876043148e-7,167.88807176318014,-0.12508290458131008,0.001,1.0293771001401655e-6,0.0008139917273317651,1.0,9.98244753342126e-7
small M,168.71920083131468,-0.12649003281121857,0.001,1.0315386043201006e-6,0.0008651758745418398,1.033729182618394,9.642680458573122e-7,168.71920083131468,-0.12529581277960467,0.001,1.029681844299308e-6,0.0008258035112872304,1.0,9.6879330974191e-7
small M,169.55032989944925,-0.12649630292743205,0.001,1.031517100588528e-6,0.0008669192372602495,1.0274866010411192,8.625254136073826e-7,169.55032989944925,-0.12551070779419987,0.001,1.0299883491582525e-6,0.0008364027797407909,1.0,9.933439667604625e-7
small M,170.3814589675838,-0.12650226018315633,0.001,1.031497922511064e-6,0.000868620429624596,1.0213371156423037,8.960832427627151e-7,170.3814589675838,-0.12572756054971262,0.001,1.0302965954963536e-6,0.0008460094297803166,1.0,9.974518529112442e-7
small M,171.21258803571837,-0.12650796004748557,0.001,1.0314791764077854e-6,0.0008702824980637339,1.0152790930411146,9.286163033991973e-7,171.21258803571837,-0.12594634253533382,0.001,1.0306065593604848e-6,0.0008547836542173867,1.0,9.508850205710056e-7
small M,172.0437171038529,-0.1265134147525889,0.001,1.031460848795371e-6,0.0008719067569961449,1.009309978333489,9.601749643530672e-7,172.0437171038529,-0.12616702579121247,0.001,1.0309180705842213e-6,0.0008628487231344098,1.0,9.789115312121424e-7
small M,172.87484617198749,-0.1265186359148865,0.001,1.0314429240774326e-6,0.000873494463431661,1.0034273300798797,9.906120403082126e-7,172.87484617198749,-0.1263895828951913,0.001,1.0312309384513296e-6,0.0008702969529873856,1.0,9.606262621636499e-7
small M,173.705975240122,-0.12652367053292715,0.001,1.031424428399256e-6,0.0008750477361881831,0.9976299744209784,9.372391232255542e-7,173.705975240122,-0.12661398695008985,0.001,1.0315441715497373e-6,0.0008772046310923695,1.0,9.665595846459858e-7
small M,174.53710430825657,-0.12652845768264787,0.001,1.031407269208006e-6,0.0008765658526728353,0.9919133770778816,9.400426532410538e-7,174.53710430825657,-0.1268402115712587,0.001,1.0318557250626358e-6,0.0008836310418861634,1.0,9.864154018672866e-7
small M,175.36823337639112,-0.12653304221697725,0.001,1.0313904806463846e-6,0.0008780508571871132,0.9862765196618047,9.427757745818925e-7,175.36823337639112,-0.12706823087197835,0.001,1.0321756350779915e-6,0.0008896214830996958,1.0,9.037051274075639e-7
small M,176.1993624445257,-0.12653743338249201,0.001,1.0313740517477511e-6,0.0008795037992219798,0.9807173442447237,9.454422269684534e-7,176.1993624445257,-0.12729801945718552,0.001,1.032496442460659e-6,0.0008952281636201401,1.0,9.165602423182677e-7
small M,177.03049151266023,-0.12654163993606823,0.001,1.031357971977354e-6,0.0008809256838590896,0.9752338758026049,9.480455487384548e-7,177.03049151266023,-0.12752955240718392,0.001,1.0328190712361184e-6,0.0009004859500712219,1.0,9.294333094892667e-7
small M,177.8616205807948,-0.12654567017478358,0.001,1.0313422312099462e-6,0.0008823174741766492,0.969824217629236,9.505890857181834e-7,177.8616205807948,-0.12776280526823433,0.001,1.0331435262195156e-6,0.0009054255410063033,1.0,9.423251804188766e-7
small M,178.69274964892935,-0.1265495319636859,0.001,1.0313268197087416e-6,0.0008836800934938613,0.9644865470706013,9.530760048224221e-7,178.69274964892935,-0.12799775404155048,0.001,1.0334698122631652e-6,0.0009100736592984058,1.0,9.55236609376793e-7
small M,179.52387871706392,-0.12655323276160602,0.001,1.0313117281058719e-6,0.0008850144274670395,0.9592191115529153,9.555093106295768e-7,179.52387871706392,-0.12823437517276778,0.001,1.0337979355308648e-6,0.0009144537710491839,1.0,9.8192921639717e-7
small M,180.35500778519847,-0.1265567796451795,0.001,1.0312969473837746e-6,0.0008863213260492533,0.9540202248801715,9.578918289511123e-7,180.35500778519847,-0.12847264554136648,0.001,1.0341296431496805e-6,0.0009185883779672434,1.0,9.394097398957913e-7
small M,181.18613685333304,-0.12656017933423455,0.001,1.0312824687337655e-6,0.0008876016053649161,0.948888263855091,9.602190256122604e-7,181.18613685333304,-0.1287125424519081,0.001,1.0344622336257057e-6,0.0009224933411489773,1.0,9.311584887245863e-7
small M,182.01726592146755,-0.12656343979178816,0.001,1.0312682192105713e-6,0.00088885606924804,0.9438217045907376,9.588108970467449e-7,182.01726592146755,-0.12895404362293014,0.001,1.034795936123797e-6,0.0009261851893647378,1.0,9.65231142030193e-7
small M,182.8483949896021,-0.12656736657828196,0.001,1.0312219068404706e-6,0.0008900952972519554,0.9388390094937527,8.980320278039483e-7,182.8483949896021,-0.12919712717477144,0.001,1.0351478654200667e-6,0.0009296913092339845,1.0,9.397925008749719e-7
small M,183.67952405773664,-0.1265703782657751,0.001,1.0312078818451458e-6,0.000891299732192909,0.9338989534596274,8.864021284914665e-7,183.67952405773664,-0.12944177163386128,0.001,1.0354833957907365e-6,0.0009330129383343049,1.0,9.321331963669551e-7
small M,184.51065312587122,-0.12657326946508046,0.001,1.0311940047710573e-6,0.000892480637547725,0.9290199715193036,8.883255345369525e-7,184.51065312587122,-0.12968795590289978,0.001,1.0358228736974666e-6,0.0009361513639201374,1.0,9.457980986959079e-7
